index  confidence   rules
 113   1.000        ['bridge', 'layer']=>['name:zh']
 114   1.000        ['layer', 'name:zh']=>['bridge']
 115   1.000        ['layer']=>['bridge', 'name:zh']
 116   1.000        ['name:zh', 'name:zh-Hant']=>['name:zh-Hans']
 117   1.000        ['name:zh-Hans', 'name:zh']=>['name:zh-Hant']
 118   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['name:zh']
 119   1.000        ['name:zh-Hans']=>['name:zh', 'name:zh-Hant']
 120   1.000        ['name:zh-Hant']=>['name:zh-Hans', 'name:zh']
 121   1.000        ['name:zh']=>['name:zh-Hans', 'name:zh-Hant']
 122   1.000        ['bridge', 'name:zh-Hant']=>['name:zh-Hans']
 123   1.000        ['name:zh-Hans', 'bridge']=>['name:zh-Hant']
 124   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['bridge']
 125   1.000        ['name:zh-Hans']=>['bridge', 'name:zh-Hant']
 126   1.000        ['name:zh-Hant']=>['name:zh-Hans', 'bridge']
 127   1.000        ['bridge']=>['name:zh-Hans', 'name:zh-Hant']
 128   1.000        ['name', 'layer']=>['name:zh-Hans']
 129   1.000        ['name:zh-Hans', 'layer']=>['name']
 130   1.000        ['layer']=>['name:zh-Hans', 'name']
 131   1.000        ['layer', 'name:zh']=>['name:zh-Hans']
 132   1.000        ['name:zh-Hans', 'layer']=>['name:zh']
 133   1.000        ['layer']=>['name:zh-Hans', 'name:zh']
 134   1.000        ['bridge:structure', 'name:zh']=>['name']
 135   1.000        ['bridge:structure', 'name']=>['name:zh']
 136   1.000        ['name', 'name:zh']=>['bridge:structure']
 137   1.000        ['bridge:structure']=>['name', 'name:zh']
 138   1.000        ['name:zh']=>['bridge:structure', 'name']
 139   1.000        ['name', 'name:zh']=>['name:zh-Hant']
 140   1.000        ['name:zh', 'name:zh-Hant']=>['name']
 141   1.000        ['name', 'name:zh-Hant']=>['name:zh']
 142   1.000        ['name:zh-Hant']=>['name', 'name:zh']
 143   1.000        ['name:zh']=>['name', 'name:zh-Hant']
 144   1.000        ['aeroway', 'building']=>['name']
 145   1.000        ['name', 'building']=>['aeroway']
 146   1.000        ['aeroway', 'name']=>['building']
 147   1.000        ['aeroway']=>['name', 'building']
 148   1.000        ['building']=>['aeroway', 'name']
 149   1.000        ['bridge', 'layer']=>['name']
 150   1.000        ['name', 'layer']=>['bridge']
 151   1.000        ['layer']=>['bridge', 'name']
 152   1.000        ['bridge:structure', 'name:zh']=>['name:zh-Hans']
 153   1.000        ['bridge:structure', 'name:zh-Hans']=>['name:zh']
 154   1.000        ['name:zh-Hans', 'name:zh']=>['bridge:structure']
 155   1.000        ['bridge:structure']=>['name:zh-Hans', 'name:zh']
 156   1.000        ['name:zh-Hans']=>['bridge:structure', 'name:zh']
 157   1.000        ['name:zh']=>['bridge:structure', 'name:zh-Hans']
 158   1.000        ['layer', 'name:zh']=>['name']
 159   1.000        ['name', 'layer']=>['name:zh']
 160   1.000        ['layer']=>['name', 'name:zh']
 161   1.000        ['bridge:structure', 'name:zh']=>['name:zh-Hant']
 162   1.000        ['bridge:structure', 'name:zh-Hant']=>['name:zh']
 163   1.000        ['name:zh', 'name:zh-Hant']=>['bridge:structure']
 164   1.000        ['bridge:structure']=>['name:zh', 'name:zh-Hant']
 165   1.000        ['name:zh-Hant']=>['bridge:structure', 'name:zh']
 166   1.000        ['name:zh']=>['bridge:structure', 'name:zh-Hant']
 167   1.000        ['bridge:structure', 'bridge']=>['name']
 168   1.000        ['bridge', 'name']=>['bridge:structure']
 169   1.000        ['bridge:structure', 'name']=>['bridge']
 170   1.000        ['bridge:structure']=>['bridge', 'name']
 171   1.000        ['bridge']=>['bridge:structure', 'name']
 172   1.000        ['bridge', 'layer']=>['name:zh-Hant']
 173   1.000        ['layer', 'name:zh-Hant']=>['bridge']
 174   1.000        ['layer']=>['bridge', 'name:zh-Hant']
 175   1.000        ['layer', 'name:zh']=>['name:zh-Hant']
 176   1.000        ['layer', 'name:zh-Hant']=>['name:zh']
 177   1.000        ['layer']=>['name:zh', 'name:zh-Hant']
 178   1.000        ['bridge:structure', 'bridge']=>['name:zh-Hans']
 179   1.000        ['name:zh-Hans', 'bridge']=>['bridge:structure']
 180   1.000        ['bridge:structure', 'name:zh-Hans']=>['bridge']
 181   1.000        ['bridge:structure']=>['name:zh-Hans', 'bridge']
 182   1.000        ['bridge']=>['bridge:structure', 'name:zh-Hans']
 183   1.000        ['name:zh-Hans']=>['bridge:structure', 'bridge']
 184   1.000        ['aeroway', 'building']=>['wikidata']
 185   1.000        ['wikidata', 'building']=>['aeroway']
 186   1.000        ['aeroway', 'wikidata']=>['building']
 187   1.000        ['wikidata']=>['aeroway', 'building']
 188   1.000        ['aeroway']=>['wikidata', 'building']
 189   1.000        ['building']=>['aeroway', 'wikidata']
 190   1.000        ['bridge:structure', 'bridge']=>['name:zh-Hant']
 191   1.000        ['bridge', 'name:zh-Hant']=>['bridge:structure']
 192   1.000        ['bridge:structure', 'name:zh-Hant']=>['bridge']
 193   1.000        ['bridge:structure']=>['bridge', 'name:zh-Hant']
 194   1.000        ['bridge']=>['bridge:structure', 'name:zh-Hant']
 195   1.000        ['name:zh-Hant']=>['bridge:structure', 'bridge']
 196   1.000        ['name', 'name:zh']=>['name:zh-Hans']
 197   1.000        ['name:zh-Hans', 'name:zh']=>['name']
 198   1.000        ['name:zh-Hans', 'name']=>['name:zh']
 199   1.000        ['name:zh-Hans']=>['name', 'name:zh']
 200   1.000        ['name:zh']=>['name:zh-Hans', 'name']
 201   1.000        ['bridge', 'layer']=>['bridge:structure']
 202   1.000        ['bridge:structure', 'layer']=>['bridge']
 203   1.000        ['layer']=>['bridge:structure', 'bridge']
 204   1.000        ['bridge', 'layer']=>['name:zh-Hans']
 205   1.000        ['name:zh-Hans', 'layer']=>['bridge']
 206   1.000        ['layer']=>['name:zh-Hans', 'bridge']
 207   1.000        ['bridge', 'name']=>['name:zh-Hans']
 208   1.000        ['name:zh-Hans', 'bridge']=>['name']
 209   1.000        ['name:zh-Hans', 'name']=>['bridge']
 210   1.000        ['name:zh-Hans']=>['bridge', 'name']
 211   1.000        ['bridge']=>['name:zh-Hans', 'name']
 212   1.000        ['bridge:structure', 'name:zh-Hant']=>['name:zh-Hans']
 213   1.000        ['bridge:structure', 'name:zh-Hans']=>['name:zh-Hant']
 214   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['bridge:structure']
 215   1.000        ['name:zh-Hans']=>['bridge:structure', 'name:zh-Hant']
 216   1.000        ['name:zh-Hant']=>['bridge:structure', 'name:zh-Hans']
 217   1.000        ['bridge:structure']=>['name:zh-Hans', 'name:zh-Hant']
 218   1.000        ['bridge', 'name', 'name:zh']=>['name:zh-Hant']
 219   1.000        ['bridge', 'name:zh', 'name:zh-Hant']=>['name']
 220   1.000        ['bridge', 'name', 'name:zh-Hant']=>['name:zh']
 221   1.000        ['name', 'name:zh', 'name:zh-Hant']=>['bridge']
 222   1.000        ['bridge', 'name']=>['name:zh', 'name:zh-Hant']
 223   1.000        ['name', 'name:zh-Hant']=>['bridge', 'name:zh']
 224   1.000        ['bridge', 'name:zh-Hant']=>['name', 'name:zh']
 225   1.000        ['name', 'name:zh']=>['bridge', 'name:zh-Hant']
 226   1.000        ['bridge', 'name:zh']=>['name', 'name:zh-Hant']
 227   1.000        ['name:zh', 'name:zh-Hant']=>['bridge', 'name']
 228   1.000        ['name:zh']=>['bridge', 'name', 'name:zh-Hant']
 229   1.000        ['name:zh-Hant']=>['bridge', 'name', 'name:zh']
 230   1.000        ['bridge']=>['name', 'name:zh', 'name:zh-Hant']
 231   1.000        ['bridge:structure', 'layer', 'name:zh-Hant']=>['name:zh-Hans']
 232   1.000        ['bridge:structure', 'name:zh-Hans', 'layer']=>['name:zh-Hant']
 233   1.000        ['name:zh-Hans', 'layer', 'name:zh-Hant']=>['bridge:structure']
 234   1.000        ['name:zh-Hans', 'layer']=>['bridge:structure', 'name:zh-Hant']
 235   1.000        ['layer', 'name:zh-Hant']=>['bridge:structure', 'name:zh-Hans']
 236   1.000        ['bridge:structure', 'layer']=>['name:zh-Hans', 'name:zh-Hant']
 237   1.000        ['layer']=>['bridge:structure', 'name:zh-Hans', 'name:zh-Hant']
 238   1.000        ['bridge:structure', 'bridge', 'layer']=>['name']
 239   1.000        ['bridge', 'name', 'layer']=>['bridge:structure']
 240   1.000        ['bridge:structure', 'name', 'layer']=>['bridge']
 241   1.000        ['bridge:structure', 'layer']=>['bridge', 'name']
 242   1.000        ['name', 'layer']=>['bridge:structure', 'bridge']
 243   1.000        ['bridge', 'layer']=>['bridge:structure', 'name']
 244   1.000        ['layer']=>['bridge:structure', 'bridge', 'name']
 245   1.000        ['bridge', 'name:zh', 'name:zh-Hant']=>['name:zh-Hans']
 246   1.000        ['name:zh-Hans', 'name:zh', 'bridge']=>['name:zh-Hant']
 247   1.000        ['name:zh-Hans', 'bridge', 'name:zh-Hant']=>['name:zh']
 248   1.000        ['name:zh-Hans', 'name:zh', 'name:zh-Hant']=>['bridge']
 249   1.000        ['name:zh-Hans', 'bridge']=>['name:zh', 'name:zh-Hant']
 250   1.000        ['bridge', 'name:zh-Hant']=>['name:zh-Hans', 'name:zh']
 251   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['bridge', 'name:zh']
 252   1.000        ['name:zh-Hans', 'name:zh']=>['bridge', 'name:zh-Hant']
 253   1.000        ['name:zh', 'name:zh-Hant']=>['name:zh-Hans', 'bridge']
 254   1.000        ['bridge', 'name:zh']=>['name:zh-Hans', 'name:zh-Hant']
 255   1.000        ['name:zh-Hant']=>['name:zh-Hans', 'name:zh', 'bridge']
 256   1.000        ['name:zh-Hans']=>['bridge', 'name:zh', 'name:zh-Hant']
 257   1.000        ['bridge']=>['name:zh-Hans', 'name:zh', 'name:zh-Hant']
 258   1.000        ['name:zh']=>['name:zh-Hans', 'bridge', 'name:zh-Hant']
 259   1.000        ['bridge:structure', 'bridge', 'layer']=>['name:zh-Hant']
 260   1.000        ['bridge', 'layer', 'name:zh-Hant']=>['bridge:structure']
 261   1.000        ['bridge:structure', 'layer', 'name:zh-Hant']=>['bridge']
 262   1.000        ['bridge:structure', 'layer']=>['bridge', 'name:zh-Hant']
