data_length : 807         min_support_num : 20 
min_support : 2.50%       min_conf : 72.50% 

index  confidence   rules
 251   0.846        ['takeaway', 'opening_hours', 'smoking']=>['cuisine', 'wheelchair']
 252   0.841        ['wheelchair']=>['opening_hours']
 253   0.841        ['wheelchair']=>['cuisine', 'opening_hours']
 254   0.840        ['addr:city']=>['cuisine']
 255   0.839        ['cuisine', 'internet_access:fee', 'smoking']=>['wheelchair']
 256   0.839        ['cuisine', 'internet_access', 'internet_access:fee', 'smoking']=>['wheelchair']
 257   0.839        ['cuisine', 'internet_access:fee', 'smoking']=>['internet_access', 'wheelchair']
 258   0.833        ['internet_access']=>['cuisine']
 259   0.833        ['internet_access:fee', 'opening_hours']=>['wheelchair']
 260   0.833        ['internet_access:fee', 'opening_hours', 'internet_access']=>['wheelchair']
 261   0.833        ['internet_access:fee', 'opening_hours']=>['internet_access', 'wheelchair']
 262   0.833        ['internet_access', 'opening_hours', 'smoking']=>['wheelchair']
 263   0.833        ['internet_access:fee', 'cuisine', 'opening_hours']=>['wheelchair']
 264   0.833        ['internet_access:fee', 'opening_hours']=>['cuisine', 'wheelchair']
 265   0.833        ['internet_access:fee', 'opening_hours', 'smoking']=>['wheelchair']
 266   0.833        ['internet_access:fee', 'opening_hours']=>['smoking', 'wheelchair']
 267   0.833        ['cuisine', 'opening_hours', 'internet_access:fee', 'internet_access']=>['wheelchair']
 268   0.833        ['cuisine', 'opening_hours', 'internet_access:fee']=>['internet_access', 'wheelchair']
 269   0.833        ['opening_hours', 'internet_access:fee', 'internet_access']=>['cuisine', 'wheelchair']
 270   0.833        ['opening_hours', 'internet_access:fee']=>['cuisine', 'internet_access', 'wheelchair']
 271   0.833        ['internet_access', 'opening_hours', 'internet_access:fee', 'smoking']=>['wheelchair']
 272   0.833        ['opening_hours', 'internet_access:fee', 'internet_access']=>['smoking', 'wheelchair']
 273   0.833        ['internet_access', 'opening_hours', 'smoking']=>['internet_access:fee', 'wheelchair']
 274   0.833        ['opening_hours', 'internet_access:fee', 'smoking']=>['internet_access', 'wheelchair']
 275   0.833        ['opening_hours', 'internet_access:fee']=>['smoking', 'internet_access', 'wheelchair']
 276   0.833        ['cuisine', 'opening_hours', 'internet_access:fee', 'smoking']=>['wheelchair']
 277   0.833        ['cuisine', 'opening_hours', 'internet_access:fee']=>['smoking', 'wheelchair']
 278   0.833        ['opening_hours', 'internet_access:fee', 'smoking']=>['cuisine', 'wheelchair']
 279   0.833        ['opening_hours', 'internet_access:fee']=>['cuisine', 'smoking', 'wheelchair']
 280   0.833        ['cuisine', 'internet_access', 'opening_hours', 'smoking']=>['wheelchair']
 281   0.833        ['internet_access', 'opening_hours', 'smoking']=>['cuisine', 'wheelchair']
 282   0.833        ['internet_access:fee', 'cuisine', 'opening_hours', 'internet_access', 'smoking']=>['wheelchair']
 283   0.833        ['cuisine', 'opening_hours', 'internet_access:fee', 'internet_access']=>['smoking', 'wheelchair']
 284   0.833        ['cuisine', 'internet_access', 'opening_hours', 'smoking']=>['internet_access:fee', 'wheelchair']
 285   0.833        ['cuisine', 'opening_hours', 'internet_access:fee', 'smoking']=>['internet_access', 'wheelchair']
 286   0.833        ['internet_access', 'opening_hours', 'internet_access:fee', 'smoking']=>['cuisine', 'wheelchair']
 287   0.833        ['opening_hours', 'internet_access:fee', 'internet_access']=>['cuisine', 'smoking', 'wheelchair']
 288   0.833        ['opening_hours', 'internet_access:fee', 'smoking']=>['cuisine', 'internet_access', 'wheelchair']
 289   0.833        ['internet_access', 'opening_hours', 'smoking']=>['cuisine', 'internet_access:fee', 'wheelchair']
 290   0.833        ['cuisine', 'opening_hours', 'internet_access:fee']=>['smoking', 'internet_access', 'wheelchair']
 291   0.833        ['opening_hours', 'internet_access:fee']=>['smoking', 'cuisine', 'internet_access', 'wheelchair']
 292   0.829        ['opening_hours', 'addr:street']=>['addr:housenumber']
 293   0.818        ['wheelchair']=>['opening_hours', 'smoking']
 294   0.818        ['wheelchair']=>['cuisine', 'opening_hours', 'smoking']
 295   0.815        ['capacity']=>['cuisine']
 296   0.812        ['internet_access:fee', 'smoking']=>['wheelchair']
 297   0.812        ['cuisine', 'internet_access:fee']=>['wheelchair']
 298   0.812        ['cuisine', 'internet_access:fee']=>['smoking', 'wheelchair']
 299   0.812        ['internet_access:fee', 'smoking']=>['cuisine', 'wheelchair']
 300   0.812        ['cuisine', 'internet_access:fee', 'internet_access']=>['wheelchair']
 301   0.812        ['cuisine', 'internet_access:fee']=>['internet_access', 'wheelchair']
 302   0.812        ['smoking', 'internet_access:fee', 'internet_access']=>['wheelchair']
 303   0.812        ['internet_access:fee', 'smoking']=>['internet_access', 'wheelchair']
 304   0.812        ['cuisine', 'internet_access', 'smoking']=>['wheelchair']
 305   0.812        ['cuisine', 'internet_access:fee', 'internet_access']=>['smoking', 'wheelchair']
 306   0.812        ['cuisine', 'internet_access', 'smoking']=>['internet_access:fee', 'wheelchair']
 307   0.812        ['internet_access', 'internet_access:fee', 'smoking']=>['cuisine', 'wheelchair']
 308   0.812        ['internet_access:fee', 'smoking']=>['cuisine', 'internet_access', 'wheelchair']
 309   0.812        ['cuisine', 'internet_access:fee']=>['smoking', 'internet_access', 'wheelchair']
 310   0.811        ['cuisine', 'opening_hours', 'internet_access']=>['internet_access:fee']
 311   0.811        ['cuisine', 'opening_hours', 'internet_access']=>['smoking']
 312   0.811        ['cuisine', 'opening_hours', 'internet_access']=>['internet_access:fee', 'smoking']
 313   0.806        ['cuisine', 'internet_access:fee', 'smoking']=>['opening_hours', 'wheelchair']
 314   0.806        ['cuisine', 'internet_access', 'internet_access:fee', 'smoking']=>['opening_hours', 'wheelchair']
 315   0.806        ['cuisine', 'internet_access:fee', 'smoking']=>['internet_access', 'opening_hours', 'wheelchair']
 316   0.800        ['addr:postcode', 'addr:street']=>['addr:housenumber']
 317   0.800        ['cuisine', 'opening_hours', 'smoking']=>['wheelchair']
 318   0.788        ['internet_access:fee']=>['wheelchair']
 319   0.788        ['internet_access:fee']=>['smoking', 'wheelchair']
 320   0.788        ['internet_access:fee', 'internet_access']=>['wheelchair']
 321   0.788        ['internet_access:fee']=>['internet_access', 'wheelchair']
 322   0.788        ['internet_access:fee']=>['cuisine', 'wheelchair']
 323   0.788        ['internet_access:fee']=>['cuisine', 'smoking', 'wheelchair']
 324   0.788        ['internet_access:fee', 'internet_access']=>['cuisine', 'wheelchair']
 325   0.788        ['internet_access:fee']=>['cuisine', 'internet_access', 'wheelchair']
 326   0.788        ['internet_access:fee', 'internet_access']=>['smoking', 'wheelchair']
 327   0.788        ['internet_access:fee']=>['smoking', 'internet_access', 'wheelchair']
 328   0.788        ['internet_access:fee', 'internet_access']=>['cuisine', 'smoking', 'wheelchair']
 329   0.788        ['internet_access:fee']=>['smoking', 'cuisine', 'internet_access', 'wheelchair']
 330   0.786        ['takeaway', 'opening_hours']=>['wheelchair']
