data_length : 28          min_support_num : 1 
min_support : 5.00%       min_conf : 75.00% 

index  confidence   rules
 304   1.000        ['attraction', '爨底下']=>['Q954362', 'cuàndǐxia cūn']
 305   1.000        ['attraction', 'Q954362']=>['爨底下', 'cuàndǐxia cūn']
 306   1.000        ['爨底下', 'cuàndǐxia cūn']=>['attraction', 'Q954362']
 307   1.000        ['Q954362', 'cuàndǐxia cūn']=>['attraction', '爨底下']
 308   1.000        ['Q954362']=>['attraction', '爨底下', 'cuàndǐxia cūn']
 309   1.000        ['爨底下']=>['attraction', 'Q954362', 'cuàndǐxia cūn']
 310   1.000        ['cuàndǐxia cūn']=>['attraction', '爨底下', 'Q954362']
 311   1.000        ['爨底下', 'village', 'en:Cuandixia']=>['cuàndǐxia cūn']
 312   1.000        ['village', 'en:Cuandixia', 'cuàndǐxia cūn']=>['爨底下']
 313   1.000        ['爨底下', 'village', 'cuàndǐxia cūn']=>['en:Cuandixia']
 314   1.000        ['爨底下', 'en:Cuandixia', 'cuàndǐxia cūn']=>['village']
 315   1.000        ['爨底下', 'cuàndǐxia cūn']=>['village', 'en:Cuandixia']
 316   1.000        ['爨底下', 'village']=>['en:Cuandixia', 'cuàndǐxia cūn']
 317   1.000        ['爨底下', 'en:Cuandixia']=>['village', 'cuàndǐxia cūn']
 318   1.000        ['en:Cuandixia', 'cuàndǐxia cūn']=>['爨底下', 'village']
 319   1.000        ['village', 'en:Cuandixia']=>['爨底下', 'cuàndǐxia cūn']
 320   1.000        ['village', 'cuàndǐxia cūn']=>['爨底下', 'en:Cuandixia']
 321   1.000        ['en:Cuandixia']=>['爨底下', 'village', 'cuàndǐxia cūn']
 322   1.000        ['cuàndǐxia cūn']=>['爨底下', 'village', 'en:Cuandixia']
 323   1.000        ['village']=>['爨底下', 'en:Cuandixia', 'cuàndǐxia cūn']
 324   1.000        ['爨底下']=>['village', 'en:Cuandixia', 'cuàndǐxia cūn']
 325   1.000        ['attraction', '爨底下', 'village']=>['cuàndǐxia cūn']
 326   1.000        ['爨底下', 'village', 'cuàndǐxia cūn']=>['attraction']
 327   1.000        ['attraction', 'village', 'cuàndǐxia cūn']=>['爨底下']
 328   1.000        ['attraction', '爨底下', 'cuàndǐxia cūn']=>['village']
 329   1.000        ['attraction', '爨底下']=>['village', 'cuàndǐxia cūn']
 330   1.000        ['attraction', 'cuàndǐxia cūn']=>['爨底下', 'village']
 331   1.000        ['爨底下', 'village']=>['attraction', 'cuàndǐxia cūn']
 332   1.000        ['attraction', 'village']=>['爨底下', 'cuàndǐxia cūn']
 333   1.000        ['爨底下', 'cuàndǐxia cūn']=>['attraction', 'village']
 334   1.000        ['village', 'cuàndǐxia cūn']=>['attraction', '爨底下']
 335   1.000        ['village']=>['attraction', '爨底下', 'cuàndǐxia cūn']
 336   1.000        ['cuàndǐxia cūn']=>['attraction', '爨底下', 'village']
 337   1.000        ['爨底下']=>['attraction', 'village', 'cuàndǐxia cūn']
 338   1.000        ['Q954362', 'village', 'en:Cuandixia']=>['cuàndǐxia cūn']
 339   1.000        ['village', 'en:Cuandixia', 'cuàndǐxia cūn']=>['Q954362']
 340   1.000        ['Q954362', 'village', 'cuàndǐxia cūn']=>['en:Cuandixia']
 341   1.000        ['Q954362', 'en:Cuandixia', 'cuàndǐxia cūn']=>['village']
 342   1.000        ['Q954362', 'cuàndǐxia cūn']=>['village', 'en:Cuandixia']
 343   1.000        ['village', 'cuàndǐxia cūn']=>['Q954362', 'en:Cuandixia']
 344   1.000        ['Q954362', 'village']=>['en:Cuandixia', 'cuàndǐxia cūn']
 345   1.000        ['Q954362', 'en:Cuandixia']=>['village', 'cuàndǐxia cūn']
 346   1.000        ['en:Cuandixia', 'cuàndǐxia cūn']=>['Q954362', 'village']
 347   1.000        ['village', 'en:Cuandixia']=>['Q954362', 'cuàndǐxia cūn']
 348   1.000        ['en:Cuandixia']=>['Q954362', 'village', 'cuàndǐxia cūn']
 349   1.000        ['cuàndǐxia cūn']=>['Q954362', 'village', 'en:Cuandixia']
 350   1.000        ['village']=>['Q954362', 'en:Cuandixia', 'cuàndǐxia cūn']
 351   1.000        ['Q954362']=>['village', 'en:Cuandixia', 'cuàndǐxia cūn']
 352   1.000        ['attraction', '爨底下', 'Q954362', 'village']=>['cuàndǐxia cūn']
 353   1.000        ['爨底下', 'Q954362', 'village', 'cuàndǐxia cūn']=>['attraction']
 354   1.000        ['attraction', '爨底下', 'village', 'cuàndǐxia cūn']=>['Q954362']
 355   1.000        ['attraction', 'Q954362', 'village', 'cuàndǐxia cūn']=>['爨底下']
 356   1.000        ['attraction', '爨底下', 'Q954362', 'cuàndǐxia cūn']=>['village']
 357   1.000        ['attraction', '爨底下', 'Q954362']=>['village', 'cuàndǐxia cūn']
 358   1.000        ['attraction', 'village', 'cuàndǐxia cūn']=>['爨底下', 'Q954362']
 359   1.000        ['attraction', '爨底下', 'cuàndǐxia cūn']=>['Q954362', 'village']
 360   1.000        ['attraction', 'Q954362', 'cuàndǐxia cūn']=>['爨底下', 'village']
 361   1.000        ['爨底下', 'Q954362', 'village']=>['attraction', 'cuàndǐxia cūn']
 362   1.000        ['attraction', '爨底下', 'village']=>['Q954362', 'cuàndǐxia cūn']
 363   1.000        ['attraction', 'Q954362', 'village']=>['爨底下', 'cuàndǐxia cūn']
 364   1.000        ['爨底下', 'village', 'cuàndǐxia cūn']=>['attraction', 'Q954362']
